district,state,vaccinated_in_public_pct_nfhs4,anaemia_children_pct_national_percentile_nfhs4,health_insurance_pct_nfhs4,csection_private_pct_nfhs4,fp_pill_pct_nfhs4,postnatal_care_child_pct_nfhs4,anc_first_trimester_pct_nfhs4,anaemia_nonpregnant_women_pct_nfhs4,vaccinated_in_public_pct_nfhs5,anaemia_children_pct_national_percentile_nfhs5,health_insurance_pct_nfhs5,csection_private_pct_nfhs5,fp_pill_pct_nfhs5,postnatal_care_child_pct_nfhs5,anc_first_trimester_pct_nfhs5,anaemia_nonpregnant_women_pct_nfhs5,vaccinated_in_public_pct_change,vaccinated_in_public_pct_change_pct,anaemia_children_pct_national_percentile_change,anaemia_children_pct_national_percentile_change_pct,health_insurance_pct_change,health_insurance_pct_change_pct,csection_private_pct_change,csection_private_pct_change_pct,fp_pill_pct_change,fp_pill_pct_change_pct,postnatal_care_child_pct_change,postnatal_care_child_pct_change_pct,anc_first_trimester_pct_change,anc_first_trimester_pct_change_pct,anaemia_nonpregnant_women_pct_change,anaemia_nonpregnant_women_pct_change_pct,vaccinated_in_public_pct_improvement_rank,anaemia_children_pct_national_percentile_improvement_rank,health_insurance_pct_improvement_rank,csection_private_pct_improvement_rank,fp_pill_pct_improvement_rank,postnatal_care_child_pct_improvement_rank,anc_first_trimester_pct_improvement_rank,anaemia_nonpregnant_women_pct_improvement_rank
Nicobars,Andaman & Nicobar Islands,100.0,96.7,2.7,,2.0,92.5,62.8,38.4,100.0,96.7,2.7,,2.0,92.5,62.8,38.4,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
North & Middle Andaman,Andaman & Nicobar Islands,,99.2,2.1,,7.8,94.3,74.5,62.5,,99.2,2.1,,7.8,94.3,74.5,62.5,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
South Andaman,Andaman & Nicobar Islands,93.1,93.5,1.2,79.1,1.8,89.8,79.4,57.6,93.1,93.5,1.2,79.1,1.8,89.8,79.4,57.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Srikakulam,Andhra Pradesh,97.0,74.6,75.6,73.8,0.0,97.7,79.7,62.8,97.0,74.6,75.6,73.8,0.0,97.7,79.7,62.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Vizianagaram,Andhra Pradesh,100.0,55.1,76.7,70.3,0.0,89.2,76.1,64.6,100.0,55.1,76.7,70.3,0.0,89.2,76.1,64.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Visakhapatnam,Andhra Pradesh,83.8,30.5,64.9,57.2,0.0,90.9,79.4,58.6,83.8,30.5,64.9,57.2,0.0,90.9,79.4,58.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
East Godavari,Andhra Pradesh,85.3,54.7,66.4,72.0,0.3,93.5,76.3,63.2,85.3,54.7,66.4,72.0,0.3,93.5,76.3,63.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
West Godavari,Andhra Pradesh,100.0,68.0,67.6,72.0,0.4,96.4,82.2,63.1,100.0,68.0,67.6,72.0,0.4,96.4,82.2,63.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Krishna,Andhra Pradesh,100.0,57.9,68.1,79.7,0.0,90.3,81.5,60.4,100.0,57.9,68.1,79.7,0.0,90.3,81.5,60.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Guntur,Andhra Pradesh,97.4,75.3,71.1,72.2,0.0,97.2,89.4,59.8,97.4,75.3,71.1,72.2,0.0,97.2,89.4,59.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Prakasam,Andhra Pradesh,,67.1,67.6,61.0,0.0,90.3,84.7,60.6,,67.1,67.6,61.0,0.0,90.3,84.7,60.6,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,698.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Sri Potti Sriramulu Nello,Andhra Pradesh,91.3,51.0,72.3,57.5,0.0,94.3,89.0,59.6,91.3,51.0,72.3,57.5,0.0,94.3,89.0,59.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Y.S.R.,Andhra Pradesh,98.3,72.7,73.3,43.5,0.0,91.3,84.4,56.1,98.3,72.7,73.3,43.5,0.0,91.3,84.4,56.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Kurnool,Andhra Pradesh,100.0,36.4,73.3,64.5,0.2,87.3,78.6,58.3,100.0,36.4,73.3,64.5,0.2,87.3,78.6,58.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Anantapur,Andhra Pradesh,91.8,81.6,73.2,37.0,0.0,87.3,80.3,50.3,91.8,81.6,73.2,37.0,0.0,87.3,80.3,50.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Chittoor,Andhra Pradesh,100.0,83.6,70.7,54.7,0.0,95.2,80.3,51.8,100.0,83.6,70.7,54.7,0.0,95.2,80.3,51.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Tawang,Arunachal Pradesh,100.0,1.0,33.5,,29.5,48.8,79.9,59.2,100.0,1.0,33.5,,29.5,48.8,79.9,59.2,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
West Kameng,Arunachal Pradesh,100.0,55.4,38.3,,17.2,33.8,45.1,38.4,100.0,55.4,38.3,,17.2,33.8,45.1,38.4,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
East Kameng,Arunachal Pradesh,98.0,87.4,25.1,,14.6,54.6,41.7,26.9,98.0,87.4,25.1,,14.6,54.6,41.7,26.9,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Papum Pare,Arunachal Pradesh,94.6,85.3,26.9,28.8,10.6,58.1,38.4,39.4,94.6,85.3,26.9,28.8,10.6,58.1,38.4,39.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Upper Subansiri,Arunachal Pradesh,100.0,73.2,21.5,,14.5,56.7,34.6,36.6,100.0,73.2,21.5,,14.5,56.7,34.6,36.6,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Upper Siang,Arunachal Pradesh,97.7,88.5,34.6,,6.9,52.9,54.5,29.4,97.7,88.5,34.6,,6.9,52.9,54.5,29.4,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Changlang,Arunachal Pradesh,90.8,60.1,40.5,,27.5,67.4,65.0,57.1,90.8,60.1,40.5,,27.5,67.4,65.0,57.1,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Lower Subansiri,Arunachal Pradesh,100.0,86.5,24.5,,11.8,65.5,53.4,41.1,100.0,86.5,24.5,,11.8,65.5,53.4,41.1,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Dibang Valley,Arunachal Pradesh,96.6,1.3,28.7,,8.2,58.3,60.7,64.3,96.6,1.3,28.7,,8.2,58.3,60.7,64.3,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Lower Dibang Valley,Arunachal Pradesh,100.0,87.6,36.8,,3.9,58.4,56.3,35.3,100.0,87.6,36.8,,3.9,58.4,56.3,35.3,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Anjaw,Arunachal Pradesh,100.0,79.6,17.5,,15.9,57.3,52.0,36.9,100.0,79.6,17.5,,15.9,57.3,52.0,36.9,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
East Siang,Arunachal Pradesh,100.0,87.6,30.5,,7.1,58.8,39.9,35.3,100.0,87.6,30.5,,7.1,58.8,39.9,35.3,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Kra Daadi,Arunachal Pradesh,100.0,68.8,24.0,,13.4,37.3,62.5,24.3,100.0,68.8,24.0,,13.4,37.3,62.5,24.3,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Kurung Kumey,Arunachal Pradesh,100.0,67.7,13.4,,17.0,61.1,45.2,35.5,100.0,67.7,13.4,,17.0,61.1,45.2,35.5,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Lohit,Arunachal Pradesh,98.2,86.2,31.9,,20.8,66.2,66.9,47.6,98.2,86.2,31.9,,20.8,66.2,66.9,47.6,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Longding,Arunachal Pradesh,85.8,96.1,23.8,,16.0,55.5,65.8,35.0,85.8,96.1,23.8,,16.0,55.5,65.8,35.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Namsai,Arunachal Pradesh,98.7,75.6,30.9,,24.6,52.0,61.6,58.8,98.7,75.6,30.9,,24.6,52.0,61.6,58.8,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Siang,Arunachal Pradesh,,99.9,26.1,,4.5,55.4,50.8,24.4,,99.9,26.1,,4.5,55.4,50.8,24.4,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Tirap,Arunachal Pradesh,96.1,90.7,30.8,,17.6,51.6,59.3,32.4,96.1,90.7,30.8,,17.6,51.6,59.3,32.4,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
West Siang,Arunachal Pradesh,100.0,92.1,26.6,,6.7,60.6,49.5,31.2,100.0,92.1,26.6,,6.7,60.6,49.5,31.2,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Kokrajhar,Assam,96.4,23.3,50.2,,44.0,65.5,67.0,59.5,96.4,23.3,50.2,,44.0,65.5,67.0,59.5,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Goalpara,Assam,100.0,72.5,71.1,,40.1,80.0,65.3,65.5,100.0,72.5,71.1,,40.1,80.0,65.3,65.5,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Barpeta,Assam,97.4,65.1,58.9,,35.3,73.9,62.2,65.6,97.4,65.1,58.9,,35.3,73.9,62.2,65.6,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Morigaon,Assam,98.6,85.4,62.5,,39.6,72.6,64.0,64.9,98.6,85.4,62.5,,39.6,72.6,64.0,64.9,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Lakhimpur,Assam,100.0,43.3,67.0,,23.5,77.0,61.0,66.3,100.0,43.3,67.0,,23.5,77.0,61.0,66.3,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Dhemaji,Assam,98.3,28.3,66.8,,23.9,75.4,76.2,62.9,98.3,28.3,66.8,,23.9,75.4,76.2,62.9,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Tinsukia,Assam,82.1,56.2,60.0,58.4,13.4,77.8,70.7,72.9,82.1,56.2,60.0,58.4,13.4,77.8,70.7,72.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Dibrugarh,Assam,87.2,56.2,58.8,62.9,10.7,87.0,75.8,72.0,87.2,56.2,58.8,62.9,10.7,87.0,75.8,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Golaghat,Assam,95.5,22.0,69.3,,13.0,83.5,76.1,77.2,95.5,22.0,69.3,,13.0,83.5,76.1,77.2,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Dima Hasao,Assam,98.1,28.3,61.9,,27.0,76.8,58.9,61.1,98.1,28.3,61.9,,27.0,76.8,58.9,61.1,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Cachar,Assam,98.6,69.5,57.9,,22.9,61.4,52.0,58.2,98.6,69.5,57.9,,22.9,61.4,52.0,58.2,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Karimganj,Assam,95.0,63.4,64.4,51.4,34.0,70.2,54.8,52.5,95.0,63.4,64.4,51.4,34.0,70.2,54.8,52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Hailakandi,Assam,100.0,74.9,53.6,69.3,25.0,70.1,77.6,61.5,100.0,74.9,53.6,69.3,25.0,70.1,77.6,61.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Bongaigaon,Assam,96.8,13.7,57.6,78.7,30.6,63.3,65.1,71.4,96.8,13.7,57.6,78.7,30.6,63.3,65.1,71.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Chirang,Assam,96.5,38.2,61.5,69.0,39.9,63.0,55.9,65.7,96.5,38.2,61.5,69.0,39.9,63.0,55.9,65.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Kamrup,Assam,93.9,29.2,47.0,72.4,15.8,67.0,57.0,71.7,93.9,29.2,47.0,72.4,15.8,67.0,57.0,71.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Kamrup Metropolitan,Assam,78.9,7.5,45.5,65.8,16.8,79.9,77.6,75.2,78.9,7.5,45.5,65.8,16.8,79.9,77.6,75.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Nalbari,Assam,97.6,35.8,52.5,82.8,21.4,73.2,70.7,66.9,97.6,35.8,52.5,82.8,21.4,73.2,70.7,66.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Baksa,Assam,100.0,10.2,69.0,81.7,33.5,70.9,61.1,73.8,100.0,10.2,69.0,81.7,33.5,70.9,61.1,73.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Darrang,Assam,98.9,54.7,53.7,,25.8,66.3,56.5,71.4,98.9,54.7,53.7,,25.8,66.3,56.5,71.4,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Udalguri,Assam,88.0,12.7,70.6,,23.9,62.9,50.1,82.2,88.0,12.7,70.6,,23.9,62.9,50.1,82.2,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Biswanath,Assam,100.0,8.1,68.4,70.6,36.3,58.1,41.2,65.1,100.0,8.1,68.4,70.6,36.3,58.1,41.2,65.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Charaideo,Assam,87.7,41.4,64.9,62.5,14.4,72.8,74.1,72.6,87.7,41.4,64.9,62.5,14.4,72.8,74.1,72.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Dhubri,Assam,96.9,28.3,59.4,,44.2,54.5,49.9,63.0,96.9,28.3,59.4,,44.2,54.5,49.9,63.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Hojai,Assam,86.4,80.0,67.4,51.6,37.2,68.4,52.7,56.6,86.4,80.0,67.4,51.6,37.2,68.4,52.7,56.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Jorhat,Assam,94.2,24.7,60.1,87.7,9.9,85.4,78.3,72.4,94.2,24.7,60.1,87.7,9.9,85.4,78.3,72.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Karbi Anglong,Assam,91.4,51.0,54.1,,23.6,61.0,64.8,59.5,91.4,51.0,54.1,,23.6,61.0,64.8,59.5,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Majuli,Assam,100.0,28.8,60.8,,13.6,73.5,76.1,68.1,100.0,28.8,60.8,,13.6,73.5,76.1,68.1,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Nagaon,Assam,95.3,46.4,59.4,80.8,30.2,65.3,73.1,61.0,95.3,46.4,59.4,80.8,30.2,65.3,73.1,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Sivasagar,Assam,97.8,51.0,60.7,75.3,16.3,83.4,85.1,68.0,97.8,51.0,60.7,75.3,16.3,83.4,85.1,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Sonitpur,Assam,100.0,42.8,66.9,73.4,41.9,67.4,48.8,64.3,100.0,42.8,66.9,73.4,41.9,67.4,48.8,64.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
South Salmara Mancachar,Assam,100.0,42.0,68.2,,53.0,56.1,60.1,58.2,100.0,42.0,68.2,,53.0,56.1,60.1,58.2,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
West Karbi Anglong,Assam,100.0,9.1,63.1,,26.8,60.5,55.5,58.8,100.0,9.1,63.1,,26.8,60.5,55.5,58.8,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Pashchim Champaran,Bihar,96.8,70.0,20.0,25.2,1.0,64.1,55.0,49.8,96.8,70.0,20.0,25.2,1.0,64.1,55.0,49.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Purba Champaran,Bihar,94.5,71.6,19.4,22.7,1.8,41.8,45.4,57.1,94.5,71.6,19.4,22.7,1.8,41.8,45.4,57.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Sheohar,Bihar,98.7,28.3,18.1,39.2,1.6,58.7,62.8,63.4,98.7,28.3,18.1,39.2,1.6,58.7,62.8,63.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Sitamarhi,Bihar,100.0,40.6,20.7,40.8,1.3,57.3,57.8,61.8,100.0,40.6,20.7,40.8,1.3,57.3,57.8,61.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Madhubani,Bihar,96.0,35.8,19.2,51.2,1.2,61.0,67.5,60.9,96.0,35.8,19.2,51.2,1.2,61.0,67.5,60.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Supaul,Bihar,99.3,64.6,14.2,26.4,0.8,64.2,59.0,61.0,99.3,64.6,14.2,26.4,0.8,64.2,59.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Araria,Bihar,94.7,19.1,19.5,45.2,0.9,48.2,41.6,67.7,94.7,19.1,19.5,45.2,0.9,48.2,41.6,67.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Kishanganj,Bihar,97.3,51.0,8.1,71.0,2.4,42.1,37.6,64.9,97.3,51.0,8.1,71.0,2.4,42.1,37.6,64.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Purnia,Bihar,96.7,48.6,10.2,37.1,1.8,41.5,26.3,65.1,96.7,48.6,10.2,37.1,1.8,41.5,26.3,65.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Katihar,Bihar,92.1,58.1,8.4,37.8,3.4,44.3,40.9,68.9,92.1,58.1,8.4,37.8,3.4,44.3,40.9,68.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
